"old_url","new_url","status_action","current_status_code","current_title","current_meta_description","current_h1","canonical","indexability","traffic_priority","recommended_action","notes"
"https://clikclak.ch/","https://clikclak.ch/","200_keep","200","Réparation smartphone Lausanne, réparation iPhone, Samsung","Votre smartphone est tombé, écran cassé ? Clik Clak Repair à Lausanne le répare, garantie 2 ans sur les pièces originales dès 29frs","Réparation Smartphone Lausanne","https://clikclak.ch/","Indexable","critical","keep_as_is","896 clics / 2374 impressions GSC 16 mois. Page la plus trafiquée. 110 liens internes. Priorité absolue."
"https://clikclak.ch/services/reparation-iphone/","https://clikclak.ch/services/reparation-iphone/","200_keep","200","Réparation iPhone rapide en 20 minutes⭐️ ⭐️ ⭐️ ⭐️ ⭐️","Découvrez la réparation iPhone rapide et efficace. La plupart des réparations s'effectuent en environ 20 minutes.","Réparation iPhone","https://clikclak.ch/services/reparation-iphone/","Indexable","critical","keep_improve_title","59 clics / 455 impressions GSC. 119 liens internes. Business priority #2. Title avec emojis et sans localisation Lausanne — à améliorer. Title 52 chars OK mais emojis non recommandés."
"https://clikclak.ch/services/reparation-samsung-lausanne/","https://clikclak.ch/services/reparation-samsung-lausanne/","200_keep","200","Réparation Samsung Lausanne - Lausanne - Pièces originales - ClikClak","Réparation samsung Lausanne réparation écran batterie connecteur de charge dégâts d'eau garantie 2 ans sur les pièces originales pièces d'origines Petit-chêne 9b","Réparation Samsung Lausanne","https://clikclak.ch/services/reparation-samsung-lausanne/","Indexable","critical","keep_improve_meta","2 clics / 57 impressions GSC. 172 liens internes (plus linkée du site). Business priority #3. Meta 161 chars (trop long). 'Lausanne' dupliqué dans le title."
"https://clikclak.ch/services/reparation-macbook/","https://clikclak.ch/services/reparation-macbook/","200_keep","200","Réparation Macbook et iMac - MacBook, batterie, écran ,dégât d'eau","Expert en MacBook réparation Lausanne, nous offrons des services rapides et professionnels pour tous les modèles de Mac.","Réparation d'ordinateur","https://clikclak.ch/services/reparation-macbook/","Indexable","high","keep_fix_h1","87 clics / 295 impressions GSC. Meilleure page après homepage (surprise). H1 'Réparation d'ordinateur' ne correspond pas au positionnement MacBook — à corriger. 5 liens internes seulement (sous-maillé)."
"https://clikclak.ch/reparation-smartphone-express/","https://clikclak.ch/reparation-smartphone-express/","200_keep","200","Réparation smartphone express lausanne rue du petit chêne 9b","Clik Clak Repair - Réparation smartphone express et au meilleur prix. Dépannage 7/7 sur rendez-vous. Réparation Natel à Lausanne.","Réparation smartphone","https://clikclak.ch/reparation-smartphone-express/","Indexable","high","keep_improve_title_h1","3 clics / 63 impressions GSC. 48 liens internes. Title contient adresse physique (peu SEO). H1 générique. Conserver URL absolument."
"https://clikclak.ch/reparation/","https://clikclak.ch/reparation/","200_keep","200","Réparation smartphone lausanne garantie 2 ans sur les pièces originales Service express 20min","Réparation smartphone Lausanne nous réparons smartphone ordinateur tablette à des prix raisonnables au petit chêne 9b 1003 lausanne","Réparation","https://clikclak.ch/reparation/","Indexable","high","keep_fix_title_h1","1 clic / 85 impressions. 45 liens internes. Hub réparation. Title 93 chars (limite 60). H1 'Réparation' trop court."
"https://clikclak.ch/contact-clik-clak-lausanne/","https://clikclak.ch/contact-clik-clak-lausanne/","200_keep","200","Contact Clik Clak Lausanne - Réparation smartphone","Nous réparons votre smartphone, tablette, ordinateur à Lausanne au meilleure prix, proche de la gare, Clik Clak Repair et ça repart !","Contact","https://clikclak.ch/contact-clik-clak-lausanne/","Indexable","high","keep_fix_h1","1 clic / 142 impressions. 68 liens internes. H1 'Contact' trop générique — à enrichir. URL finale pour les chaînes /contact et /contact-reparation-smartphone-lausanne-clik-clak-repair/."
"https://clikclak.ch/r-cup-ration-de-donn-es/","https://clikclak.ch/services/recuperation-donnees/","200_review_slug","200","Clik Clak Repair Récupération de données ⭐️ ⭐️ ⭐️ ⭐️ ⭐️","Découvrez Clik Clak Repair Lausanne pour la récupération de données à des prix compétitifs. Service qualité pour tous vos appareils.","Récupération de données | Récupération de Données et Réparation Informatique à Lausanne | Clik Clak Repair","https://clikclak.ch/r-cup-ration-de-donn-es/","Indexable","high","fix_url_consolidate_with_301","URL encodée problématique (/r-cup-ration-de-donn-es/). 67 liens internes. Double H1 détecté. Doublon avec /services/recuperation-donnees/. Vérifier backlinks — si indexée: créer 301 vers URL propre. Service stratégique prioritaire."
"https://clikclak.ch/services/recuperation-donnees/","https://clikclak.ch/services/recuperation-donnees/","200_review_duplicate","200","Clik Clak Récupération de données -","Réparation smartphone Lausanne, réparation iPhone, Samsung, Huawei, Xiaomi, OPPO, Blackberry Réparation tablette, iPad, Tab, Surface Pro etc. Réparation Macbook, Acer, Asus etc. Désoxydation dégâts d'eau.","Récupération de données","https://clikclak.ch/services/recuperation-donnees/","Indexable","high","fix_title_meta_consolidate","0 clics / 8 impressions GSC. Title tronqué (tiret final). Meta générique 204 chars (copier-colle WP). Doublon avec /r-cup-ration-de-donn-es/. À consolider. URL propre à conserver comme destination finale."
"https://clikclak.ch/reparation-degat-eau-lausanne/","https://clikclak.ch/reparation-degat-eau-lausanne/","200_keep","200","Réparation dégât d'eau à lausanne clikclak rue petit chêne 9b","Votre smartphone à subit un dégât d'eau et ne fonctionne plus ? Une réparation par un spécialiste s'impose, Réparation dégât d'eau à lausanne","Réparation Dégât d'eau","https://clikclak.ch/reparation-degat-eau-lausanne/","Indexable","high","keep_improve_title","0 clics / 2 impressions GSC. 1 lien interne (sous-maillé). Destination finale pour 6 variantes Yoast. Title contient adresse. Meta 141 chars (ok). Sous-maillé: page stratégique à mieux relier."
"https://clikclak.ch/services/reparation-google-pixel/","https://clikclak.ch/services/reparation-google-pixel/","200_keep","200","Réparation Google Pixel - Réparation Smartphone Lausanne - Clik Clak","Réparation smartphone Google Pixel à Lausanne, réparation express, Clik Clak Repair, Petit-Chêne 9b. Réparation toutes marques.","Réparation Google Pixel","https://clikclak.ch/services/reparation-google-pixel/","Indexable","medium","keep_as_is","1 clic / 8 impressions GSC. 86 liens internes. Title 68 chars (trop long). Business priority #4."
"https://clikclak.ch/services/reparation-oppo/","https://clikclak.ch/services/reparation-oppo/","200_keep","200","Réparation OPPO - Réparation smartphone Lausanne - Clik Clak Repair","Réparation OPPO. Nos techniciens certifiés réparent sans rendez-vous votre appareil pour tous types de réparations.service express 20 min","Réparation OPPO","https://clikclak.ch/services/reparation-oppo/","Indexable","medium","keep_as_is","0 clics / 9 impressions GSC. 74 liens internes. Title 67 chars (trop long). Business priority #4."
"https://clikclak.ch/services/reparation-xiaomi/","https://clikclak.ch/services/reparation-xiaomi/","200_keep","200","Réparation Xiaomi - Réparation smartphone Lausanne - Clik Clak Repair","Réparation smartphone Xiaomi, Réparation tablette, iPad, Tab, Surface Pro etc. Réparation Macbook, Acer, Asus etc. Désoxydation dégâts d'eau.","Réparation Xiaomi","https://clikclak.ch/services/reparation-xiaomi/","Indexable","medium","keep_improve_meta","1 clic / 20 impressions GSC. 57 liens internes. Title 69 chars (trop long). Meta générique (copier-colle). Business priority #4."
"https://clikclak.ch/services/reparation-huawei-lausanne/","https://clikclak.ch/services/reparation-huawei-lausanne/","200_keep","200","Clik Clak Réparation Huawei - lausanne rue du petit chêne 9b","Réparation smartphone Huawei à Lausanne, pièces originales, garantie 2 ans sur les pièces originales, réparation express de votre Huawei, technicien certifié.","Réparation Huawei","https://clikclak.ch/services/reparation-huawei-lausanne/","Indexable","medium","keep_improve_title","0 clics / 18 impressions GSC. 28 liens internes. Title contient adresse physique. Meta 158 chars (ok). Business priority #4."
"https://clikclak.ch/services/reparation-tablette/","https://clikclak.ch/services/reparation-tablette/","200_keep","200","Clik Clak Réparation Tablette Surface Pro iPad","Réparation smartphone Lausanne, réparation iPhone, Samsung, Huawei, Xiaomi, OPPO, Blackberry Réparation tablette, iPad, Tab, Surface Pro etc. Réparation Macbook, Acer, Asus etc. Désoxydation dégâts d'eau.","Réparation Tablette | Select Your Smartphone","https://clikclak.ch/services/reparation-tablette/","Indexable","medium","keep_fix_h1_double_meta","1 clic / 48 impressions GSC. 55 liens internes. DOUBLE H1 (Réparation Tablette + 'Select Your Smartphone' widget). Meta générique 204 chars. À corriger impérativement."
"https://clikclak.ch/services/depannage-reparation-domicile/","https://clikclak.ch/services/depannage-reparation-domicile/","200_keep","200","clik clak Réparation smartphone à domicile 7/7 prise de rendez-vous online","Réparation smartphone à domicile 7/7 dans toute la suisse romande un simple appel pour fixer un rendez-vous et hop, le tour est joué.","Dépannage à domicile","https://clikclak.ch/services/depannage-reparation-domicile/","Indexable","medium","keep_improve_title","0 clics / 21 impressions GSC. 6 liens internes (sous-maillé). Title 74 chars (trop long). Destination de /reparation-smartphone-a-domicile/ et /reparation-ambulante/."
"https://clikclak.ch/service-de-coursier/","https://clikclak.ch/service-de-coursier/","200_keep","200","Service de coursier - Réparation smartphone Lausanne","Service de coursier Lausanne, réparation iPhone, Samsung, Huawei, Xiaomi, OPPO, Blackberry Réparation tablette, iPad, Surface Pro Macbook","Service de coursier","https://clikclak.ch/service-de-coursier/","Indexable","low","keep_as_is","0 clics / 19 impressions GSC. 2 liens internes (sous-maillé). Meta 137 chars. Destination de /reparation-smartphone-par-coursier/ Yoast."
"https://clikclak.ch/services/transfert-donnees/","https://clikclak.ch/services/transfert-donnees/","200_keep","200","Clik Clak Transfert de données -","Transfert de données Lausanne, réparation iPhone, Samsung, Huawei, Xiaomi, OPPO, Blackberry tablette, iPad, Tab, Surface Pro, Macbook","Transfert de données","https://clikclak.ch/services/transfert-donnees/","Indexable","low","keep_fix_title","0 clics / 0 impressions GSC. 3 liens internes. Title tronqué (tiret final). Conserver mais améliorer."
"https://clikclak.ch/services/rachat-de-votre-smartphone/","https://clikclak.ch/services/rachat-de-votre-smartphone/","200_keep","200","Rachat de votre smartphone, tablette, ordinateur -","Réparation smartphone Lausanne, réparation iPhone, Samsung, Huawei, Xiaomi, OPPO, Blackberry Réparation tablette, iPad, Tab, Surface Pro etc. Réparation Macbook, Acer, Asus etc. Désoxydation dégâts d'eau.","Rachat de votre smartphone, tablette, ordinateur","https://clikclak.ch/services/rachat-de-votre-smartphone/","Indexable","low","keep_fix_title_meta","0 clics / 0 impressions GSC. 3 liens internes. Title tronqué. Meta générique 204 chars (copier-colle WP). Conserver."
"https://clikclak.ch/services/nettoyage/","https://clikclak.ch/services/nettoyage/","200_keep","200","Nettoyage - Réparation smartphone Lausanne - Clik Clak Repair","Le nettoyage complet de vos appareils, notamment votre ordinateur portable est nécéssaire pour en garantir sont bon fonctionnement.","Nettoyage","https://clikclak.ch/services/nettoyage/","Indexable","low","keep_as_is","0 clics / 33 impressions GSC. 3 liens internes. Faute dans la meta ('sont' au lieu de 'son'). Conserver."
"https://clikclak.ch/cgv/","https://clikclak.ch/cgv/","200_noindex_keep","200","CGV - Réparation smartphone Lausanne - Clik Clak Repair","Réparation smartphone Lausanne, réparation iPhone, Samsung, Huawei, Xiaomi, OPPO, Blackberry Réparation tablette, iPad, Tab, Surface Pro etc.","CGV | CONDITIONS GÉNÉRALES DE VENTE (CGV) – CLIK CLAK SàRL","","Non indexable - noindex","low","noindex_keep","23 liens internes. Noindex correct pour CGV. Double H1 (ok pour page noindex). Conserver."
"https://clikclak.ch/services_group/services-supp-offres/","https://clikclak.ch/services_group/services-supp-offres/","200_noindex_review","200","Archives des Services supplémentaires et offres - Réparation smartphone Lausanne - Clik Clak Repair","Réparation smartphone Lausanne, réparation iPhone, Samsung, Huawei, Xiaomi, OPPO, Blackberry...","Services supplémentaires et offres","","Non indexable - noindex","low","review_manually","14 liens internes. Noindex. Slug WordPress archive (/services_group/). À supprimer ou remplacer par une vraie page dans Next.js. Ne pas exposer cette URL dans le nouveau site."
"https://clikclak.ch/shop-reparation-smartphone-lausanne/","https://clikclak.ch/shop-reparation-smartphone-lausanne/","200_create","301","","","","","Non indexable - redirigé vers /","high","make_200_no_redirect","CRITIQUE. Actuellement redirigé vers / dans Yoast (ne pas reproduire). Mentionnée explicitement dans CLAUDE.md: ne jamais rediriger vers l'accueil. Destination de /shop/ (Yoast). À créer comme page shop réelle en 200."
"https://clikclak.ch/clik-clak-repair-lausanne/","https://clikclak.ch/clik-clak-repair-lausanne/","200_verify","inconnu","","","","","inconnu","medium","verify_then_create_if_missing","Page 'à propos' mentionnée dans arborescence et destination de /qui-sommes-nous/ (Yoast). Non trouvée dans Screaming Frog — peut être orpheline ou 404. Vérifier et créer si absente."
"https://clikclak.ch/nos-services-reparation/","https://clikclak.ch/reparation/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect","CRITIQUE. Destination finale cassée pour la chaîne /services/ → /nos-services/ → /nos-services-reparation/ (404). 0 liens internes directs mais est endpoint de 14 liens via chaîne. Créer 301 → /reparation/."
"https://clikclak.ch/services/reparation-samsung/","https://clikclak.ch/services/reparation-samsung-lausanne/","301_keep","301","","","","","Non indexable - redirigé","medium","keep_redirect","46 liens internes. Redirection simple OK. À conserver dans Next.js next.config.js."
"https://clikclak.ch/services/reparation-huawei/","https://clikclak.ch/services/reparation-huawei-lausanne/","301_keep","301","","","","","Non indexable - redirigé","medium","keep_redirect","46 liens internes. Redirection simple OK. À conserver."
"https://clikclak.ch/services/reparation-ordinateur/","https://clikclak.ch/services/reparation-macbook/","301_keep","301","","","","","Non indexable - redirigé","medium","keep_redirect","72 liens internes (nombreux). Redirection ordinateur→macbook OK. À conserver."
"https://clikclak.ch/services/reparation-de-tablette/","https://clikclak.ch/services/reparation-tablette/","301_keep","301","","","","","Non indexable - redirigé","medium","keep_redirect","22 liens internes. Redirection OK. À conserver."
"https://clikclak.ch/services/reparation-ambulante/","https://clikclak.ch/services/depannage-reparation-domicile/","301_keep","301","","","","","Non indexable - redirigé","low","keep_redirect","47 liens internes. Redirection OK. À conserver."
"https://clikclak.ch/reparation-smartphone/","https://clikclak.ch/reparation-smartphone-express/","301_keep","301","","","","","Non indexable - redirigé","high","keep_redirect","25 liens internes. Redirection OK. À conserver absolument — slug générique important."
"https://clikclak.ch/degat-d-eau/","https://clikclak.ch/reparation-degat-eau-lausanne/","301_keep","301","","","","","Non indexable - redirigé","medium","keep_redirect","1 lien interne. Dernière étape de chaîne dégâts d'eau. Redirection directe OK."
"https://clikclak.ch/contact-reparation-smartphone-lausanne-clik-clak-repair/","https://clikclak.ch/contact-clik-clak-lausanne/","301_keep","301","","","","","Non indexable - redirigé","low","keep_redirect","0 lien interne direct. Intermédiaire de la chaîne /contact. Redirection directe OK."
"https://clikclak.ch/author/clikclakrepair/","https://clikclak.ch/","301_keep","301","","","","","Non indexable - redirigé","low","keep_redirect","9 liens internes. WordPress author page redirigée vers accueil. OK."
"https://clikclak.ch/contact/","https://clikclak.ch/contact-clik-clak-lausanne/","301_fix_chain","301","","","","","Non indexable - redirigé","high","fix_redirect_chain","CHAÎNE. 170 liens internes (très nombreux). Actuellement: /contact/ → /contact-reparation-smartphone-lausanne-clik-clak-repair/ → /contact-clik-clak-lausanne/. 2 sauts. Raccourcir en 1 saut direct vers destination finale."
"https://clikclak.ch/contact","https://clikclak.ch/contact-clik-clak-lausanne/","301_fix_chain","301","","","","","Non indexable - redirigé","high","fix_redirect_chain","CHAÎNE. 1 lien interne. Même chaîne que /contact/ (sans slash). Raccourcir en 1 saut direct."
"https://clikclak.ch/services/","https://clikclak.ch/reparation/","301_fix_chain_broken","301","","","","","Non indexable - redirigé","medium","fix_redirect_broken_chain","CHAÎNE CASSÉE CRITIQUE. 14 liens internes. /services/ → /nos-services/ → /nos-services-reparation/ (404!). Destination finale en 404. Rediriger directement vers /reparation/. Priorité haute."
"https://clikclak.ch/nos-services/","https://clikclak.ch/reparation/","301_fix_chain_broken","301","","","","","Non indexable - redirigé","medium","fix_redirect_broken_chain","CHAÎNE CASSÉE. /nos-services/ → /nos-services-reparation/ (404!). 0 liens internes directs. Corriger pour pointer directement vers /reparation/."
"https://clikclak.ch/product/iphone-11-pro-max-ecran-reparation-copie/","https://clikclak.ch/services/reparation-iphone/","301_fix_destination","301","","","","","Non indexable - redirigé","medium","fix_redirect_destination_404","DESTINATION CASSÉE. Actuellement: copie/ → /product/iphone-11-pro-max-ecran-reparation/ qui est en 404. 1 lien interne. Corriger destination → /services/reparation-iphone/."
"https://clikclak.ch/product/iphone-11-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","1 lien interne. Ancienne URL produit WooCommerce. Ajouter 301 → /services/reparation-iphone/."
"https://clikclak.ch/product/iphone-11-pro-max-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","0 lien interne direct. Destination de redirection cassée (depuis iphone-11-pro-max-ecran-reparation-copie). 0 clics / 7 impressions GSC. Ajouter 301."
"https://clikclak.ch/product/iphone-xs-max-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","1 lien interne. Ancienne URL produit WooCommerce iPhone Xs Max. Ajouter 301."
"https://clikclak.ch/product/iphone-xr-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","1 lien interne. Ancienne URL produit WooCommerce iPhone XR. Ajouter 301."
"https://clikclak.ch/product/iphone-xs-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","1 lien interne. Ancienne URL produit WooCommerce iPhone Xs. Ajouter 301."
"https://clikclak.ch/product/iphone-se-2020-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","1 lien interne. Ancienne URL produit WooCommerce iPhone SE. Ajouter 301."
"https://clikclak.ch/product/iphone-8-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","1 lien interne. Ajouter 301."
"https://clikclak.ch/product/iphone-8-plus-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","1 lien interne. Ajouter 301."
"https://clikclak.ch/product/iphone-x-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","1 lien interne. Ajouter 301."
"https://clikclak.ch/product/iphone-12-ecranvitre/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","1 lien interne. Ajouter 301."
"https://clikclak.ch/product/iphone-12-mini-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","1 lien interne. Ajouter 301."
"https://clikclak.ch/product/iphone-12-12-pro-reparation/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","2 liens internes. Ajouter 301."
"https://clikclak.ch/product/iphone-11-ecran-reparation-2/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","low","add_301_redirect_service","1 lien interne. Ajouter 301."
"https://clikclak.ch/product/iphone-7-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","404_add_redirect","404","","","","","Non indexable - 404","medium","add_301_redirect_service","2 liens internes. Ajouter 301."
"https://clikclak.ch/categorie-produit/reparation-smartphone/","https://clikclak.ch/reparation-smartphone-express/","301_verify_or_create","inconnu","","","","","inconnu","high","verify_status_then_add_301","TRAFIC GSC: 16 clics / 34 impressions (haute priorité). URL ancienne catégorie WooCommerce. Statut HTTP inconnu (non crawlé dans Screaming Frog principal). Vérifier si 404 ou redirection existante. Ajouter 301 → /reparation-smartphone-express/."
"https://clikclak.ch/produit/samsung-galaxy-s7-ecran-reparation/","https://clikclak.ch/services/reparation-samsung-lausanne/","301_verify_or_create","inconnu","","","","","inconnu","high","verify_status_then_add_301","TRAFIC GSC: 4 clics / 30 impressions. Ancienne URL produit WooCommerce FR (/produit/ pas /product/). Ajouter 301 → /services/reparation-samsung-lausanne/."
"https://clikclak.ch/produit/iphone-11-pro-max-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","301_verify_or_create","inconnu","","","","","inconnu","medium","verify_status_then_add_301","TRAFIC GSC: 0 clics / 7 impressions. URL /produit/ (FR) vs /product/ (EN). Ajouter 301 → /services/reparation-iphone/."
"https://clikclak.ch/produit/iphone-6s-ecran-reparation/","https://clikclak.ch/services/reparation-iphone/","301_verify_or_create","inconnu","","","","","inconnu","medium","verify_status_then_add_301","TRAFIC GSC: 0 clics / 7 impressions. URL /produit/ (FR). Ajouter 301 → /services/reparation-iphone/."
"https://clikclak.ch/produit/samsung-galaxy-note-10-ecran-reparation/","https://clikclak.ch/services/reparation-samsung-lausanne/","301_verify_or_create","inconnu","","","","","inconnu","medium","verify_status_then_add_301","TRAFIC GSC: 0 clics / 4 impressions. URL /produit/ (FR). Ajouter 301."
"https://clikclak.ch/categorie-produit/reparation-smartphone/oppo-reparation-ecran/","https://clikclak.ch/services/reparation-oppo/","301_verify_or_create","inconnu","","","","","inconnu","medium","verify_status_then_add_301","TRAFIC GSC: 0 clics / 13 impressions. Catégorie OPPO. Ajouter 301 → /services/reparation-oppo/."
"https://clikclak.ch/categorie-produit/reparation-smartphone/reparation-xiaomi/","https://clikclak.ch/services/reparation-xiaomi/","301_verify_or_create","inconnu","","","","","inconnu","medium","verify_status_then_add_301","TRAFIC GSC: 0 clics / 10 impressions. Catégorie Xiaomi. Ajouter 301 → /services/reparation-xiaomi/."
"https://clikclak.ch/shop","https://clikclak.ch/shop-reparation-smartphone-lausanne/","301_create","inconnu","","","","","inconnu","high","add_301_redirect_shop","Redirection Yoast à migrer. /shop → /shop-reparation-smartphone-lausanne/. Raccourci important pour le shop. Conserver dans Next.js."
"https://clikclak.ch/qui-sommes-nous","https://clikclak.ch/clik-clak-repair-lausanne/","301_create","301","","","","","Non indexable","low","add_301_redirect","Redirection Yoast à migrer. /qui-sommes-nous → /clik-clak-repair-lausanne/. Page à propos."
"https://clikclak.ch/reparations-apple","https://clikclak.ch/services/reparation-iphone/","301_create","301","","","","","Non indexable","medium","add_301_redirect_service","Yoast: /reparations-apple → /reparation-apple (chaîne). Raccourcir directement vers /services/reparation-iphone/."
"https://clikclak.ch/services/reparation-iphone-prix","https://clikclak.ch/services/reparation-iphone/","301_create","301","","","","","Non indexable","medium","add_301_redirect_service","Yoast: ancienne page prix iPhone. Migrer 301 → /services/reparation-iphone/."
"https://clikclak.ch/services/reparation-google-pixel-lausanne","https://clikclak.ch/services/reparation-google-pixel/","301_create","301","","","","","Non indexable","low","add_301_redirect_service","Yoast: variante Lausanne. Migrer 301."
"https://clikclak.ch/degat-eau","https://clikclak.ch/reparation-degat-eau-lausanne/","301_create","301","","","","","Non indexable","medium","add_301_redirect_chain_fix","Yoast: 1ère étape chaîne dégâts d'eau (/degat-eau → /degat-deau → /degat-d-eau → /reparation-degat-eau-lausanne/). Raccourcir en 1 saut direct."
"https://clikclak.ch/reparation-degat-deau-a-lausanne","https://clikclak.ch/reparation-degat-eau-lausanne/","301_create","301","","","","","Non indexable","medium","add_301_redirect_chain_fix","Yoast: variante dégâts d'eau. Raccourcir en 1 saut direct vers /reparation-degat-eau-lausanne/."
"https://clikclak.ch/reparation-degat-deau","https://clikclak.ch/reparation-degat-eau-lausanne/","301_create","301","","","","","Non indexable","medium","add_301_redirect_chain_fix","Yoast: variante dégâts d'eau. Raccourcir en 1 saut direct."
"https://clikclak.ch/services/water-damage","https://clikclak.ch/reparation-degat-eau-lausanne/","301_create","301","","","","","Non indexable","low","add_301_redirect_service","Yoast: ancienne URL anglaise. Migrer 301 → /reparation-degat-eau-lausanne/."
"https://clikclak.ch/services/cracked-screen","https://clikclak.ch/reparation-smartphone-express/","301_create","301","","","","","Non indexable","low","add_301_redirect_service","Yoast: ancienne URL anglaise écran cassé. Migrer 301 → /reparation-smartphone-express/."
"https://clikclak.ch/design-communication","https://clikclak.ch/","301_review_homepage","301","","","","","Non indexable","low","review_homepage_redirect","Yoast: ancienne page hors périmètre (design/communication). Redirection vers accueil à valider. Pas d'impact SEO attendu."
"https://clikclak.ch/assurance","https://clikclak.ch/","301_review_homepage","301","","","","","Non indexable","low","review_homepage_redirect","Yoast: ancienne page assurance hors périmètre. Redirection homepage à valider."
"https://clikclak.ch/product-category/iphone-13","https://clikclak.ch/services/reparation-iphone/","301_create","301","","","","","Non indexable","medium","add_301_redirect_service","Yoast: catégorie iPhone 13. Actuellement → /www.smartphonereparation.ch → / (chaîne via ancien domaine). Corriger vers /services/reparation-iphone/ directement."
"https://clikclak.ch/product-category/iphone","https://clikclak.ch/services/reparation-iphone/","301_create","301","","","","","Non indexable","high","add_301_redirect_service","Yoast: catégorie générique iPhone. Slug court important. Corriger directement vers /services/reparation-iphone/."
"https://clikclak.ch/product-category/accessories","https://clikclak.ch/shop-reparation-smartphone-lausanne/","301_create","301","","","","","Non indexable","medium","add_301_redirect_shop","Yoast: catégorie accessoires. Migrer vers shop. Note: le shop ne vend pas de pièces de réparation."
"https://clikclak.ch/www.smartphonereparation.ch","https://clikclak.ch/","301_keep_verify","301","","","","","Non indexable","medium","verify_legacy_domain_redirect","Chemin interne hérité de l'ancien domaine smartphonereparation.ch. Destination intermédiaire de nombreuses chaînes Yoast. Conserver 301 → / mais traiter toutes les sources en amont directement."
"http://clikclak.ch/","https://clikclak.ch/","301_verify_https","301","","","","","Non indexable","critical","verify_https_redirect","35 clics / 1749 impressions GSC sur version HTTP (CTR 2% vs 37% HTTPS). Forte disparité. La redirection HTTP→HTTPS doit être vérifiée et transmise au nouveau serveur Next.js. Ne pas perdre ce signal."
